Date,Product ID,Price ($),Tax ($),Total Price Paid by Client ($),Quantity Ordered,Country
2023-08-10,P1011,116.97,11.7,128.67,68,UK
2023-08-10,P1012,398.3,39.83,438.13,69,France
2023-08-10,P1013,424.02,42.4,466.42,50,Japan
2023-08-10,P1014,481.82,48.18,530.0,95,France
2023-08-10,P1015,226.5,22.65,249.15,94,Germany
2023-08-10,P1016,105.29,10.53,115.82,74,USA
2023-08-10,P1017,199.87,19.99,219.86,94,UK
2023-08-10,P1018,355.46,35.55,391.01,94,France
2023-08-10,P1019,316.62,31.66,348.28,63,Australia
2023-08-10,P1020,48.07,4.81,52.88,69,Canada
2023-08-11,P1001,437.58,43.76,481.34,88,Canada
2023-08-11,P1002,340.94,34.09,375.03,77,Canada
2023-08-11,P1003,83.26,8.33,91.59,75,Japan
2023-08-11,P1004,431.91,43.19,475.1,61,Japan
2023-08-11,P1005,241.72,24.17,265.89,58,France
2023-08-11,P1006,180.43,18.04,198.47,66,USA
2023-08-11,P1007,136.15,13.62,149.77,79,Australia
2023-08-11,P1008,287.48,28.75,316.23,99,Germany
2023-08-11,P1009,414.3,41.43,455.73,93,Japan
2023-08-11,P1010,92.19,9.22,101.41,78,Canada
2023-08-11,P1011,403.63,40.36,443.99,88,Canada
2023-08-11,P1012,437.02,43.7,480.72,77,Australia
2023-08-11,P1013,277.45,27.75,305.2,84,UK
2023-08-11,P1014,344.51,34.45,378.96,66,France
2023-08-11,P1015,133.92,13.39,147.31,70,Japan
2023-08-11,P1016,150.52,15.05,165.57,80,UK
2023-08-11,P1017,419.12,41.91,461.03,71,Canada
2023-08-11,P1018,179.04,17.9,196.94,83,Canada
2023-08-11,P1019,45.91,4.59,50.5,55,Japan
2023-08-11,P1020,270.39,27.04,297.43,72,Germany
2023-08-12,P1001,438.02,43.8,481.82,69,USA
2023-08-12,P1002,131.7,13.17,144.87,93,France
2023-08-12,P1003,227.01,22.7,249.71,86,Germany
2023-08-12,P1004,74.52,7.45,81.97,67,Japan
2023-08-12,P1005,121.17,12.12,133.29,52,Germany
2023-08-12,P1006,386.2,38.62,424.82,50,USA
2023-08-12,P1007,15.16,1.52,16.68,57,UK
2023-08-12,P1008,94.22,9.42,103.64,77,Australia
2023-08-12,P1009,449.34,44.93,494.27,87,Canada
2023-08-12,P1010,82.27,8.23,90.5,70,France
2023-08-12,P1011,344.49,34.45,378.94,60,USA
2023-08-12,P1012,127.78,12.78,140.56,61,USA
2023-08-12,P1013,328.21,32.82,361.03,61,Australia
2023-08-12,P1014,234.76,23.48,258.24,83,France
2023-08-12,P1015,107.67,10.77,118.44,83,Japan
2023-08-12,P1016,275.18,27.52,302.7,77,Japan
2023-08-12,P1017,101.97,10.2,112.17,85,France
2023-08-12,P1018,215.43,21.54,236.97,55,Australia
2023-08-12,P1019,14.48,1.45,15.93,65,Australia
2023-08-12,P1020,152.53,15.25,167.78,88,Germany
2023-08-13,P1001,27.18,2.72,29.9,67,Germany
2023-08-13,P1002,52.82,5.28,58.1,93,Canada
2023-08-13,P1003,251.75,25.18,276.93,91,Japan
2023-08-13,P1004,351.87,35.19,387.06,71,Japan
2023-08-13,P1005,482.91,48.29,531.2,72,USA
2023-08-13,P1006,341.6,34.16,375.76,99,UK
2023-08-13,P1007,457.46,45.75,503.21,63,USA
2023-08-13,P1008,131.92,13.19,145.11,62,USA
2023-08-13,P1009,148.33,14.83,163.16,73,UK
2023-08-13,P1010,369.4,36.94,406.34,83,USA
2023-08-13,P1011,482.47,48.25,530.72,60,UK
2023-08-13,P1012,460.35,46.04,506.39,76,Germany
2023-08-13,P1013,114.1,11.41,125.51,62,UK
2023-08-13,P1014,485.72,48.57,534.29,74,France
2023-08-13,P1015,397.25,39.73,436.98,92,Japan
2023-08-13,P1016,59.96,6.0,65.96,53,France
2023-08-13,P1017,177.73,17.77,195.5,65,Germany
2023-08-13,P1018,445.8,44.58,490.38,53,Japan
2023-08-13,P1019,324.88,32.49,357.37,55,USA
2023-08-13,P1020,338.11,33.81,371.92,64,USA
2023-08-14,P1001,307.95,30.8,338.75,85,Australia
2023-08-14,P1002,160.87,16.09,176.96,72,Australia
2023-08-14,P1003,70.08,7.01,77.09,98,Australia
2023-08-14,P1004,45.82,4.58,50.4,98,USA
2023-08-14,P1005,450.54,45.05,495.59,54,Japan
2023-08-14,P1006,488.56,48.86,537.42,99,Germany
2023-08-14,P1007,224.7,22.47,247.17,92,Canada
2023-08-14,P1008,473.02,47.3,520.32,66,Canada
2023-08-14,P1009,307.12,30.71,337.83,93,France
2023-08-14,P1010,216.4,21.64,238.04,83,Japan
2023-08-14,P1011,264.54,26.45,290.99,77,France
2023-08-14,P1012,169.28,16.93,186.21,99,UK
2023-08-14,P1013,68.06,6.81,74.87,91,Japan
2023-08-14,P1014,496.7,49.67,546.37,55,France
2023-08-14,P1015,384.23,38.42,422.65,62,France
2023-08-14,P1016,171.73,17.17,188.9,56,UK
2023-08-14,P1017,308.18,30.82,339.0,99,Japan
2023-08-14,P1018,85.64,8.56,94.2,81,Japan
2023-08-14,P1019,292.25,29.23,321.48,80,Japan
2023-08-14,P1020,102.09,10.21,112.3,79,Japan
2023-08-15,P1001,187.6,18.76,206.36,70,Canada
2023-08-15,P1002,97.89,9.79,107.68,74,Germany
2023-08-15,P1003,386.8,38.68,425.48,87,Australia
2023-08-15,P1004,46.58,4.66,51.24,88,Australia
2023-08-15,P1005,496.43,49.64,546.07,55,Canada
2023-08-15,P1006,219.5,21.95,241.45,55,Japan
2023-08-15,P1007,26.44,2.64,29.08,94,USA
2023-08-15,P1008,406.06,40.61,446.67,88,Canada
2023-08-15,P1009,37.26,3.73,40.99,69,France
2023-08-15,P1010,368.22,36.82,405.04,95,Australia
2023-08-15,P1011,302.78,30.28,333.06,75,UK
2023-08-15,P1012,25.41,2.54,27.95,66,UK
2023-08-15,P1013,152.62,15.26,167.88,99,USA
2023-08-15,P1014,354.72,35.47,390.19,64,France
2023-08-15,P1015,85.48,8.55,94.03,58,Japan
2023-08-15,P1016,43.46,4.35,47.81,82,Japan
2023-08-15,P1017,51.8,5.18,56.98,81,France
2023-08-15,P1018,26.56,2.66,29.22,63,Japan
2023-08-15,P1019,465.49,46.55,512.04,76,USA
2023-08-15,P1020,230.91,23.09,254.0,87,USA
2023-08-16,P1001,419.3,41.93,461.23,71,France
2023-08-16,P1002,101.51,10.15,111.66,65,France
2023-08-16,P1003,411.44,41.14,452.58,94,Japan
2023-08-16,P1004,423.75,42.38,466.13,63,UK
2023-08-16,P1005,225.34,22.53,247.87,55,Japan
2023-08-16,P1006,367.78,36.78,404.56,52,Canada
2023-08-16,P1007,358.85,35.89,394.74,84,USA
2023-08-16,P1008,180.97,18.1,199.07,92,Canada
2023-08-16,P1009,13.34,1.33,14.67,71,France
2023-08-16,P1010,221.44,22.14,243.58,56,Australia
2023-08-16,P1011,81.29,8.13,89.42,64,Canada
2023-08-16,P1012,495.45,49.55,545.0,69,France
2023-08-16,P1013,468.18,46.82,515.0,82,USA
2023-08-16,P1014,480.2,48.02,528.22,73,Japan
2023-08-16,P1015,30.37,3.04,33.41,81,USA
2023-08-16,P1016,38.46,3.85,42.31,93,USA
2023-08-16,P1017,43.66,4.37,48.03,70,France
2023-08-16,P1018,229.76,22.98,252.74,56,Australia
2023-08-16,P1019,472.13,47.21,519.34,84,Australia
2023-08-16,P1020,142.56,14.26,156.82,95,UK
2023-08-17,P1001,49.58,4.96,54.54,71,Japan
2023-08-17,P1002,166.2,16.62,182.82,56,France
2023-08-17,P1003,94.55,9.46,104.01,61,UK
2023-08-17,P1004,70.27,7.03,77.3,62,USA
2023-08-17,P1005,101.76,10.18,111.94,70,USA
2023-08-17,P1006,401.04,40.1,441.14,50,Canada
2023-08-17,P1007,470.3,47.03,517.33,90,Australia
2023-08-17,P1008,314.24,31.42,345.66,91,Germany
2023-08-17,P1009,236.68,23.67,260.35,56,Japan
2023-08-17,P1010,248.3,24.83,273.13,94,Australia
2023-08-17,P1011,369.96,37.0,406.96,61,Australia
2023-08-17,P1012,291.26,29.13,320.39,58,UK
2023-08-17,P1013,236.16,23.62,259.78,98,USA
2023-08-17,P1014,252.59,25.26,277.85,66,USA
2023-08-17,P1015,416.32,41.63,457.95,57,Australia
2023-08-17,P1016,138.75,13.88,152.63,98,USA
2023-08-17,P1017,176.54,17.65,194.19,57,UK
2023-08-17,P1018,141.09,14.11,155.2,66,UK
2023-08-17,P1019,282.64,28.26,310.9,59,Germany
2023-08-17,P1020,486.59,48.66,535.25,69,Australia
2023-08-18,P1001,100.18,10.02,110.2,72,Canada
2023-08-18,P1002,162.47,16.25,178.72,98,Japan
2023-08-18,P1003,389.8,38.98,428.78,55,Japan
2023-08-18,P1004,472.75,47.28,520.03,62,Japan
2023-08-18,P1005,32.68,3.27,35.95,87,Canada
2023-08-18,P1006,370.15,37.02,407.17,74,Germany
2023-08-18,P1007,276.79,27.68,304.47,95,USA
2023-08-18,P1008,251.11,25.11,276.22,62,Australia
2023-08-18,P1009,287.51,28.75,316.26,84,Germany
2023-08-18,P1010,31.46,3.15,34.61,78,USA
2023-08-18,P1011,297.31,29.73,327.04,62,Canada
2023-08-18,P1012,233.2,23.32,256.52,80,USA
2023-08-18,P1013,455.8,45.58,501.38,78,Australia
2023-08-18,P1014,489.28,48.93,538.21,79,Canada
2023-08-18,P1015,47.82,4.78,52.6,68,Canada
2023-08-18,P1016,111.06,11.11,122.17,56,Canada
2023-08-18,P1017,122.64,12.26,134.9,93,USA
2023-08-18,P1018,287.61,28.76,316.37,76,France
2023-08-18,P1019,41.32,4.13,45.45,89,France
2023-08-18,P1020,260.45,26.05,286.5,90,Australia
2023-08-19,P1001,375.99,37.6,413.59,58,USA
2023-08-19,P1002,283.28,28.33,311.61,93,Germany
2023-08-19,P1003,396.74,39.67,436.41,91,France
2023-08-19,P1004,308.39,30.84,339.23,68,Japan
2023-08-19,P1005,124.99,12.5,137.49,51,Australia
2023-08-19,P1006,375.73,37.57,413.3,85,France
2023-08-19,P1007,405.67,40.57,446.24,71,Germany
2023-08-19,P1008,453.64,45.36,499.0,56,UK
2023-08-19,P1009,215.11,21.51,236.62,89,France
2023-08-19,P1010,369.11,36.91,406.02,84,Japan
2023-08-19,P1011,430.23,43.02,473.25,90,Canada
2023-08-19,P1012,264.07,26.41,290.48,59,USA
2023-08-19,P1013,57.26,5.73,62.99,63,France
2023-08-19,P1014,351.14,35.11,386.25,87,France
2023-08-19,P1015,233.82,23.38,257.2,89,Germany
2023-08-19,P1016,148.51,14.85,163.36,69,France
2023-08-19,P1017,255.46,25.55,281.01,85,UK
2023-08-19,P1018,498.23,49.82,548.05,69,France
2023-08-19,P1019,199.8,19.98,219.78,88,Australia
2023-08-19,P1020,303.31,30.33,333.64,96,Australia
2023-08-20,P1001,138.25,13.83,152.08,71,France
2023-08-20,P1002,58.08,5.81,63.89,91,USA
2023-08-20,P1003,64.16,6.42,70.58,72,Japan
2023-08-20,P1004,349.9,34.99,384.89,92,Germany
2023-08-20,P1005,33.97,3.4,37.37,98,France
2023-08-20,P1006,313.5,31.35,344.85,80,UK
2023-08-20,P1007,99.97,10.0,109.97,93,France
2023-08-20,P1008,295.04,29.5,324.54,66,USA
2023-08-20,P1009,104.16,10.42,114.58,60,Germany
2023-08-20,P1010,314.96,31.5,346.46,85,USA
2023-08-20,P1011,198.76,19.88,218.64,82,Canada
2023-08-20,P1012,39.38,3.94,43.32,63,Germany
2023-08-20,P1013,139.3,13.93,153.23,92,France
2023-08-20,P1014,180.41,18.04,198.45,51,UK
2023-08-20,P1015,184.1,18.41,202.51,72,UK
2023-08-20,P1016,55.87,5.59,61.46,78,Germany
2023-08-20,P1017,112.85,11.29,124.14,91,Japan
2023-08-20,P1018,108.86,10.89,119.75,89,Australia
2023-08-20,P1019,143.46,14.35,157.81,94,Australia
2023-08-20,P1020,219.85,21.98,241.83,64,USA
2023-08-21,P1001,453.02,45.3,498.32,80,Australia
2023-08-21,P1002,318.48,31.85,350.33,56,France
2023-08-21,P1003,444.77,44.48,489.25,67,UK
2023-08-21,P1004,348.09,34.81,382.9,66,Germany
2023-08-21,P1005,220.9,22.09,242.99,61,Canada
2023-08-21,P1006,17.32,1.73,19.05,62,Australia
2023-08-21,P1007,225.7,22.57,248.27,71,France
2023-08-21,P1008,19.68,1.97,21.65,59,USA
2023-08-21,P1009,171.34,17.13,188.47,67,France
2023-08-21,P1010,218.33,21.83,240.16,53,UK
2023-08-21,P1011,55.71,5.57,61.28,61,USA
2023-08-21,P1012,325.89,32.59,358.48,75,Canada
2023-08-21,P1013,331.37,33.14,364.51,79,USA
2023-08-21,P1014,411.82,41.18,453.0,50,Australia
2023-08-21,P1015,357.69,35.77,393.46,72,UK
2023-08-21,P1016,284.81,28.48,313.29,69,Japan
2023-08-21,P1017,187.11,18.71,205.82,53,UK
2023-08-21,P1018,444.51,44.45,488.96,72,UK
2023-08-21,P1019,61.36,6.14,67.5,73,USA
2023-08-21,P1020,304.87,30.49,335.36,83,Canada
2023-08-22,P1001,396.36,39.64,436.0,79,France
2023-08-22,P1002,163.92,16.39,180.31,90,Australia
2023-08-22,P1003,339.06,33.91,372.97,68,Japan
2023-08-22,P1004,201.54,20.15,221.69,60,Canada
2023-08-22,P1005,359.92,35.99,395.91,78,USA
2023-08-22,P1006,142.58,14.26,156.84,72,Australia
2023-08-22,P1007,320.36,32.04,352.4,50,USA
2023-08-22,P1008,377.71,37.77,415.48,59,Germany
2023-08-22,P1009,263.65,26.36,290.01,78,France
2023-08-22,P1010,51.33,5.13,56.46,69,USA
2023-08-22,P1011,19.16,1.92,21.08,74,Germany
2023-08-22,P1012,211.86,21.19,233.05,95,France
2023-08-22,P1013,82.88,8.29,91.17,91,France
2023-08-22,P1014,192.84,19.28,212.12,74,Canada
2023-08-22,P1015,35.35,3.54,38.89,68,Australia
2023-08-22,P1016,205.02,20.5,225.52,65,Canada
2023-08-22,P1017,476.49,47.65,524.14,99,USA
2023-08-22,P1018,58.28,5.83,64.11,82,Japan
2023-08-22,P1019,64.83,6.48,71.31,85,Japan
2023-08-22,P1020,217.02,21.7,238.72,82,Australia
2023-08-23,P1001,212.68,21.27,233.95,72,UK
2023-08-23,P1002,400.74,40.07,440.81,69,Canada
2023-08-23,P1003,125.02,12.5,137.52,66,USA
2023-08-23,P1004,17.11,1.71,18.82,71,USA
2023-08-23,P1005,356.76,35.68,392.44,50,France
2023-08-23,P1006,42.2,4.22,46.42,83,Germany
2023-08-23,P1007,260.47,26.05,286.52,71,France
2023-08-23,P1008,420.4,42.04,462.44,75,Germany
2023-08-23,P1009,166.56,16.66,183.22,98,Australia
2023-08-23,P1010,197.1,19.71,216.81,98,Australia
2023-08-23,P1011,462.91,46.29,509.2,60,Japan
2023-08-23,P1012,29.71,2.97,32.68,72,USA
2023-08-23,P1013,452.1,45.21,497.31,94,Germany
2023-08-23,P1014,430.29,43.03,473.32,89,Australia
2023-08-23,P1015,400.61,40.06,440.67,79,Germany
2023-08-23,P1016,338.37,33.84,372.21,52,USA
2023-08-23,P1017,72.87,7.29,80.16,88,USA
2023-08-23,P1018,393.43,39.34,432.77,58,Japan
2023-08-23,P1019,190.91,19.09,210.0,73,Australia
2023-08-23,P1020,18.96,1.9,20.86,83,Canada
2023-08-24,P1001,440.95,44.09,485.04,99,France
2023-08-24,P1002,282.1,28.21,310.31,93,Australia
2023-08-24,P1003,32.97,3.3,36.27,77,UK
2023-08-24,P1004,97.85,9.79,107.64,51,Germany
2023-08-24,P1005,129.07,12.91,141.98,95,Germany
2023-08-24,P1006,173.56,17.36,190.92,72,UK
2023-08-24,P1007,391.11,39.11,430.22,96,Japan
2023-08-24,P1008,163.69,16.37,180.06,63,Japan
2023-08-24,P1009,98.44,9.84,108.28,64,Germany
2023-08-24,P1010,185.09,18.51,203.6,57,USA
2023-08-24,P1011,64.96,6.5,71.46,75,Australia
2023-08-24,P1012,214.15,21.42,235.57,98,Canada
2023-08-24,P1013,469.34,46.93,516.27,57,Canada
2023-08-24,P1014,27.34,2.73,30.07,53,France
2023-08-24,P1015,129.3,12.93,142.23,62,Germany
2023-08-24,P1016,320.4,32.04,352.44,59,Japan
2023-08-24,P1017,496.58,49.66,546.24,80,USA
2023-08-24,P1018,89.25,8.93,98.18,58,UK
2023-08-24,P1019,264.54,26.45,290.99,77,USA
2023-08-24,P1020,214.5,21.45,235.95,82,Australia
2023-08-25,P1001,309.83,30.98,340.81,99,Australia
2023-08-25,P1002,166.63,16.66,183.29,60,Japan
2023-08-25,P1003,424.97,42.5,467.47,80,France
2023-08-25,P1004,138.21,13.82,152.03,73,Japan
2023-08-25,P1005,431.71,43.17,474.88,82,Australia
2023-08-25,P1006,22.2,2.22,24.42,75,Canada
2023-08-25,P1007,454.04,45.4,499.44,67,France
2023-08-25,P1008,326.38,32.64,359.02,83,France
2023-08-25,P1009,488.55,48.86,537.41,87,Canada
2023-08-25,P1010,130.89,13.09,143.98,93,USA
2023-08-25,P1011,281.41,28.14,309.55,86,UK
2023-08-25,P1012,214.39,21.44,235.83,64,Canada
2023-08-25,P1013,165.74,16.57,182.31,55,Australia
2023-08-25,P1014,399.62,39.96,439.58,98,Japan
2023-08-25,P1015,280.12,28.01,308.13,91,Australia
2023-08-25,P1016,313.05,31.31,344.36,75,USA
2023-08-25,P1017,110.24,11.02,121.26,88,Australia
2023-08-25,P1018,410.47,41.05,451.52,94,France
2023-08-25,P1019,66.2,6.62,72.82,60,Australia
2023-08-25,P1020,121.62,12.16,133.78,93,Australia
2023-08-26,P1001,418.06,41.81,459.87,51,France
2023-08-26,P1002,469.59,46.96,516.55,86,Japan
2023-08-26,P1003,397.53,39.75,437.28,84,USA
2023-08-26,P1004,353.47,35.35,388.82,97,UK
2023-08-26,P1005,151.09,15.11,166.2,75,Canada
2023-08-26,P1006,360.14,36.01,396.15,65,UK
2023-08-26,P1007,197.66,19.77,217.43,80,Australia
2023-08-26,P1008,487.2,48.72,535.92,77,UK
2023-08-26,P1009,31.28,3.13,34.41,75,Japan
2023-08-26,P1010,161.48,16.15,177.63,91,Japan
2023-08-26,P1011,74.58,7.46,82.04,69,UK
2023-08-26,P1012,406.77,40.68,447.45,88,USA
2023-08-26,P1013,12.92,1.29,14.21,78,France
2023-08-26,P1014,162.39,16.24,178.63,78,UK
2023-08-26,P1015,370.96,37.1,408.06,64,Canada
2023-08-26,P1016,14.26,1.43,15.69,60,France
2023-08-26,P1017,362.49,36.25,398.74,82,Japan
2023-08-26,P1018,272.02,27.2,299.22,63,Australia
2023-08-26,P1019,150.33,15.03,165.36,94,Germany
2023-08-26,P1020,155.28,15.53,170.81,53,UK
2023-08-27,P1001,393.3,39.33,432.63,51,Japan
2023-08-27,P1002,187.25,18.73,205.98,61,Australia
2023-08-27,P1003,449.45,44.95,494.4,78,Australia
2023-08-27,P1004,420.79,42.08,462.87,80,USA
2023-08-27,P1005,267.92,26.79,294.71,70,France
2023-08-27,P1006,291.74,29.17,320.91,61,France
2023-08-27,P1007,427.77,42.78,470.55,96,Canada
2023-08-27,P1008,129.84,12.98,142.82,93,Australia
2023-08-27,P1009,483.73,48.37,532.1,99,UK
2023-08-27,P1010,58.66,5.87,64.53,72,Germany
2023-08-27,P1011,375.64,37.56,413.2,66,France
2023-08-27,P1012,433.69,43.37,477.06,50,Japan
2023-08-27,P1013,337.93,33.79,371.72,80,UK
2023-08-27,P1014,237.96,23.8,261.76,67,Australia
2023-08-27,P1015,338.25,33.83,372.08,60,Canada
2023-08-27,P1016,92.72,9.27,101.99,84,USA
2023-08-27,P1017,149.48,14.95,164.43,84,UK
2023-08-27,P1018,104.35,10.44,114.79,94,UK
2023-08-27,P1019,217.62,21.76,239.38,73,UK
2023-08-27,P1020,329.53,32.95,362.48,62,Japan
2023-08-28,P1001,257.44,25.74,283.18,89,Australia
2023-08-28,P1002,243.2,24.32,267.52,91,USA
2023-08-28,P1003,220.32,22.03,242.35,73,France
2023-08-28,P1004,64.17,6.42,70.59,93,Canada
2023-08-28,P1005,17.98,1.8,19.78,98,Japan
2023-08-28,P1006,111.92,11.19,123.11,80,France
2023-08-28,P1007,361.1,36.11,397.21,94,Germany
2023-08-28,P1008,52.88,5.29,58.17,68,Canada
2023-08-28,P1009,206.66,20.67,227.33,50,Canada
2023-08-28,P1010,295.96,29.6,325.56,60,Japan
2023-08-28,P1011,454.84,45.48,500.32,52,Canada
2023-08-28,P1012,233.36,23.34,256.7,92,USA
2023-08-28,P1013,342.13,34.21,376.34,96,Germany
2023-08-28,P1014,90.01,9.0,99.01,85,Australia
2023-08-28,P1015,27.68,2.77,30.45,96,Canada
2023-08-28,P1016,382.71,38.27,420.98,52,Australia
2023-08-28,P1017,464.8,46.48,511.28,94,Japan
2023-08-28,P1018,161.62,16.16,177.78,70,Canada
2023-08-28,P1019,420.21,42.02,462.23,72,France
2023-08-28,P1020,372.45,37.24,409.69,96,France
2023-08-29,P1001,38.66,3.87,42.53,52,USA
2023-08-29,P1002,251.8,25.18,276.98,51,Germany
2023-08-29,P1003,231.86,23.19,255.05,53,Japan
2023-08-29,P1004,338.82,33.88,372.7,98,Australia
2023-08-29,P1005,36.37,3.64,40.01,77,UK
2023-08-29,P1006,12.79,1.28,14.07,56,France
2023-08-29,P1007,225.03,22.5,247.53,58,France
2023-08-29,P1008,179.62,17.96,197.58,90,UK
2023-08-29,P1009,150.09,15.01,165.1,69,Germany
2023-08-29,P1010,456.27,45.63,501.9,76,Germany
2023-08-29,P1011,316.04,31.6,347.64,98,Australia
2023-08-29,P1012,41.92,4.19,46.11,63,UK
2023-08-29,P1013,499.07,49.91,548.98,88,Australia
2023-08-29,P1014,303.17,30.32,333.49,59,Australia
2023-08-29,P1015,126.5,12.65,139.15,58,USA
2023-08-29,P1016,133.41,13.34,146.75,71,Germany
2023-08-29,P1017,157.5,15.75,173.25,92,Australia
2023-08-29,P1018,351.41,35.14,386.55,74,Japan
2023-08-29,P1019,84.5,8.45,92.95,94,Canada
2023-08-29,P1020,164.14,16.41,180.55,76,Germany
2023-08-30,P1001,91.67,9.17,100.84,56,Canada
2023-08-30,P1002,341.07,34.11,375.18,92,Australia
2023-08-30,P1003,499.58,49.96,549.54,66,USA
2023-08-30,P1004,262.73,26.27,289.0,98,Australia
2023-08-30,P1005,381.63,38.16,419.79,97,Germany
2023-08-30,P1006,122.15,12.22,134.37,76,USA
2023-08-30,P1007,20.72,2.07,22.79,72,Germany
2023-08-30,P1008,290.61,29.06,319.67,90,USA
2023-08-30,P1009,339.39,33.94,373.33,52,France
2023-08-30,P1010,421.02,42.1,463.12,65,Germany
2023-08-30,P1011,398.07,39.81,437.88,80,France
2023-08-30,P1012,184.49,18.45,202.94,63,UK
2023-08-30,P1013,428.4,42.84,471.24,58,France
2023-08-30,P1014,380.53,38.05,418.58,76,Australia
2023-08-30,P1015,209.24,20.92,230.16,84,UK
2023-08-30,P1016,161.33,16.13,177.46,65,Germany
2023-08-30,P1017,477.95,47.8,525.75,92,France
2023-08-30,P1018,357.07,35.71,392.78,71,UK
2023-08-30,P1019,33.61,3.36,36.97,86,Canada
2023-08-30,P1020,174.26,17.43,191.69,54,USA
2023-08-31,P1001,323.01,32.3,355.31,65,France
2023-08-31,P1002,402.63,40.26,442.89,67,Canada
2023-08-31,P1003,229.42,22.94,252.36,53,Canada
2023-08-31,P1004,341.87,34.19,376.06,95,Japan
2023-08-31,P1005,395.42,39.54,434.96,75,Australia
2023-08-31,P1006,109.44,10.94,120.38,67,France
2023-08-31,P1007,41.27,4.13,45.4,95,Canada
2023-08-31,P1008,66.35,6.63,72.98,58,Japan
2023-08-31,P1009,372.63,37.26,409.89,50,UK
2023-08-31,P1010,485.33,48.53,533.86,61,Japan
2023-08-31,P1011,293.11,29.31,322.42,97,France
2023-08-31,P1012,499.14,49.91,549.05,77,Canada
2023-08-31,P1013,373.32,37.33,410.65,74,France
2023-08-31,P1014,336.24,33.62,369.86,56,Germany
2023-08-31,P1015,287.07,28.71,315.78,81,Canada
2023-08-31,P1016,52.78,5.28,58.06,63,Germany
2023-08-31,P1017,311.35,31.14,342.49,55,UK
2023-08-31,P1018,257.12,25.71,282.83,66,USA
2023-08-31,P1019,433.39,43.34,476.73,72,Canada
2023-08-31,P1020,486.17,48.62,534.79,59,Canada
2023-09-01,P1001,477.32,47.73,525.05,52,Japan
2023-09-01,P1002,280.25,28.03,308.28,78,Australia
2023-09-01,P1003,158.58,15.86,174.44,58,USA
2023-09-01,P1004,58.78,5.88,64.66,77,UK
2023-09-01,P1005,320.39,32.04,352.43,79,UK
2023-09-01,P1006,36.82,3.68,40.5,98,Canada
2023-09-01,P1007,53.32,5.33,58.65,63,USA
2023-09-01,P1008,173.48,17.35,190.83,69,Germany
2023-09-01,P1009,56.77,5.68,62.45,51,Canada
2023-09-01,P1010,190.19,19.02,209.21,84,UK
2023-09-01,P1011,120.75,12.08,132.83,61,Germany
2023-09-01,P1012,347.98,34.8,382.78,54,Australia
2023-09-01,P1013,149.22,14.92,164.14,98,Germany
2023-09-01,P1014,362.19,36.22,398.41,71,Germany
2023-09-01,P1015,89.23,8.92,98.15,82,Germany
2023-09-01,P1016,316.73,31.67,348.4,80,UK
2023-09-01,P1017,103.95,10.4,114.35,61,UK
2023-09-01,P1018,401.64,40.16,441.8,78,Germany
2023-09-01,P1019,174.39,17.44,191.83,53,Australia
2023-09-01,P1020,124.74,12.47,137.21,92,Australia
2023-09-02,P1001,12.57,1.26,13.83,68,Germany
2023-09-02,P1002,346.16,34.62,380.78,97,UK
2023-09-02,P1003,310.91,31.09,342.0,53,France
2023-09-02,P1004,226.48,22.65,249.13,81,Australia
2023-09-02,P1005,431.12,43.11,474.23,83,Australia
2023-09-02,P1006,294.86,29.49,324.35,95,USA
2023-09-02,P1007,496.17,49.62,545.79,52,Canada
2023-09-02,P1008,101.24,10.12,111.36,78,Germany
2023-09-02,P1009,232.28,23.23,255.51,54,France
2023-09-02,P1010,371.84,37.18,409.02,52,USA
2023-09-02,P1011,79.59,7.96,87.55,84,Canada
2023-09-02,P1012,174.09,17.41,191.5,80,USA
2023-09-02,P1013,408.96,40.9,449.86,63,Canada
2023-09-02,P1014,83.78,8.38,92.16,86,Canada
2023-09-02,P1015,191.26,19.13,210.39,72,France
2023-09-02,P1016,181.7,18.17,199.87,54,UK
2023-09-02,P1017,127.99,12.8,140.79,52,France
2023-09-02,P1018,109.56,10.96,120.52,74,UK
2023-09-02,P1019,359.69,35.97,395.66,67,USA
2023-09-02,P1020,466.39,46.64,513.03,60,Canada
2023-09-03,P1001,55.6,5.56,61.16,97,Japan
2023-09-03,P1002,474.45,47.45,521.9,57,UK
2023-09-03,P1003,223.1,22.31,245.41,81,USA
2023-09-03,P1004,34.14,3.41,37.55,66,USA
2023-09-03,P1005,46.96,4.7,51.66,60,Japan
2023-09-03,P1006,138.54,13.85,152.39,50,Japan
2023-09-03,P1007,45.93,4.59,50.52,98,Germany
